solution_id,algorithm,makespan,carbon,truck_id,truck_route,drone_customers
26,NSGAII,214.12,1758.27,6,"[0, 40, 15, 30, 64, 78, 74, 63, 88, 85, 98, 10, 89, 8, 9, 55, 29, 51, 80, 4, 0]",[]
27,NSGAII,213.98,1854.79,1,"[0, 2, 36, 82, 23, 56, 39, 68, 16, 19, 13, 83, 59, 44, 69, 26, 100, 24, 45, 49, 66, 0]",[]
27,NSGAII,213.98,1854.79,2,"[0, 93, 7, 47, 96, 57, 12, 31, 35, 71, 20, 91, 21, 92, 0]","[20, 35]"
27,NSGAII,213.98,1854.79,3,"[0, 53, 77, 48, 50, 99, 18, 17, 30, 78, 74, 88, 11, 41, 95, 10, 0]",[]
27,NSGAII,213.98,1854.79,4,"[0, 4, 79, 94, 58, 43, 40, 98, 89, 9, 55, 75, 81, 76, 46, 0]",[]
27,NSGAII,213.98,1854.79,5,"[0, 14, 73, 15, 64, 63, 85, 28, 8, 29, 54, 70, 72, 22, 33, 37, 1, 34, 25, 62, 3, 51, 80, 0]","[63, 70]"
27,NSGAII,213.98,1854.79,6,"[0, 84, 86, 67, 32, 90, 65, 6, 87, 52, 5, 60, 61, 97, 42, 38, 27, 0]",[]
28,NSGAII,210.05,1873.79,1,"[0, 28, 10, 59, 83, 11, 88, 16, 18, 56, 23, 21, 36, 66, 0]",[]
28,NSGAII,210.05,1873.79,2,"[0, 80, 100, 8, 55, 46, 95, 30, 64, 74, 85, 98, 71, 35, 40, 17, 99, 48, 58, 77, 0]",[100]
28,NSGAII,210.05,1873.79,3,"[0, 50, 68, 31, 91, 12, 27, 47, 89, 7, 9, 93, 60, 61, 5, 79, 32, 49, 94, 45, 24, 53, 4, 0]","[32, 60, 89]"
28,NSGAII,210.05,1873.79,4,"[0, 51, 29, 75, 81, 76, 57, 73, 14, 63, 78, 15, 20, 37, 72, 70, 62, 43, 25, 0]",[63]
28,NSGAII,210.05,1873.79,5,"[0, 92, 34, 1, 22, 33, 84, 86, 67, 3, 54, 90, 65, 6, 87, 52, 97, 42, 38, 96, 0]",[]
