solution_id,algorithm,makespan,carbon,truck_id,truck_route,drone_customers
10,PFG_MOEAD,203.33,911.83,2,"[0, 21, 91, 19, 18, 16, 40, 31, 17, 20, 35, 71, 15, 98, 85, 88, 63, 74, 78, 64, 30, 0]","[20, 91]"
10,PFG_MOEAD,203.33,911.83,3,"[0, 13, 27, 12, 41, 73, 57, 8, 7, 42, 9, 81, 100, 0]","[9, 100]"
10,PFG_MOEAD,203.33,911.83,4,"[0, 95, 83, 11, 14, 96, 89, 10, 26, 59, 44, 38, 47, 69, 28, 46, 76, 55, 75, 66, 53, 80, 0]","[76, 95, 96]"
10,PFG_MOEAD,203.33,911.83,5,"[0, 4, 93, 97, 61, 60, 52, 87, 6, 65, 90, 29, 5, 79, 51, 45, 24, 0]",[4]
10,PFG_MOEAD,203.33,911.83,6,"[0, 49, 32, 94, 82, 86, 67, 72, 70, 54, 36, 3, 58, 77, 62, 48, 50, 0]","[32, 58, 86]"
11,PFG_MOEAD,206.62,873.97,1,"[0, 99, 1, 22, 23, 84, 56, 39, 68, 37, 33, 21, 91, 19, 18, 16, 40, 35, 71, 31, 17, 20, 0]","[22, 31, 33, 91]"
11,PFG_MOEAD,206.62,873.97,2,"[0, 13, 27, 12, 41, 57, 95, 30, 64, 78, 74, 63, 88, 85, 98, 15, 73, 14, 11, 83, 26, 0]","[14, 98]"
11,PFG_MOEAD,206.62,873.97,3,"[0, 4, 80, 24, 55, 75, 81, 9, 76, 42, 28, 69, 47, 38, 44, 59, 89, 10, 96, 0]",[24]
11,PFG_MOEAD,206.62,873.97,4,"[0, 53, 66, 94, 49, 51, 79, 90, 65, 6, 87, 52, 29, 5, 61, 60, 97, 93, 100, 8, 7, 46, 0]","[93, 94]"
11,PFG_MOEAD,206.62,873.97,5,"[0, 45, 32, 3, 36, 54, 70, 72, 67, 86, 82, 58, 77, 48, 62, 50, 0]",[58]
11,PFG_MOEAD,206.62,873.97,6,"[0, 92, 34, 43, 25, 2, 0]",[]
12,PFG_MOEAD,277.24,781.59,1,"[0, 92, 34, 43, 25, 0]",[25]
12,PFG_MOEAD,277.24,781.59,2,"[0, 2, 99, 1, 22, 23, 84, 56, 39, 68, 37, 33, 21, 91, 19, 18, 16, 40, 31, 17, 20, 35, 71, 15, 98, 85, 88, 63, 74, 78, 64, 30, 73, 41, 12, 27, 13, 0]","[2, 20, 63, 91]"
12,PFG_MOEAD,277.24,781.59,3,"[0, 57, 95, 83, 11, 14, 96, 89, 10, 26, 59, 44, 38, 47, 69, 28, 7, 42, 9, 81, 100, 8, 0]","[8, 95]"
